name,terminology,code,term,DiabetesType
diabetes_drugs,DMD,33598711000001105,Pioglitazone 45mg tablets (Mylan Ltd) (product),general
diabetes_drugs,DMD,33614311000001108,Repaglinide 1mg tablets (Mylan Ltd) (product),general
diabetes_drugs,DMD,5329011000001103,Actos 15mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,37512311000001104,Victoza 6mg/ml solution for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,37992911000001106,Onglyza 5mg tablets (Pharmaram Ltd) (product),general
diabetes,SNOMED,230576004,Diabetic asymmetric polyneuropathy,general
diabetes_drugs,DMD,30318311000001106,Empagliflozin 5mg / Metformin 1g tablets (product),general
diabetes_drugs,DMD,32857511000001104,Sitagliptin 50mg/5ml oral suspension (Special Order) (product),general
diabetes_drugs,DMD,32182811000001100,Alogliptin 25mg tablets (Niche Pharma Ltd) (product),general
diabetes_drugs,DMD,325065003,Insulin lispro 100units/mL injection solution 10mL vial (product),general
diabetes,SNOMED,201251005,Neuropathic diabetic ulcer - foot,general
diabetes_drugs,DMD,7594211000001102,Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,18046311000001103,Insuman Infusat 100units/ml solution for injection 3.15ml cartridges (Imported (Germany)) (product),general
diabetes_drugs,DMD,13549911000001105,Gliclazide 30mg modified-release tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,29742811000001105,Diabiom 15mg tablets (Tillomed Laboratories Ltd) (product),general
diabetes_drugs,DMD,37667611000001100,Januvia 100mg tablets (Pilsco Ltd) (product),general
diabetes_drugs,DMD,5322611000001103,Metformin 500mg / Rosiglitazone 1mg tablets (product),general
diabetes_drugs,DMD,13158411000001100,Diamicron 30mg MR tablets (Dowelhurst Ltd) (product),general
diabetes,SNOMED,426705001,Diabetes mellitus associated with cystic fibrosis (disorder),general
diabetes,SNOMED,23045005,Insulin dependent diabetes mellitus type IA (disorder),type1
diabetes_drugs,DMD,21939511000001100,Insulin degludec 100units/ml solution for injection 3ml cartridges (product),general
diabetes_drugs,DMD,15334511000001109,Edicil MR 30mg tablets (Ratiopharm UK Ltd) (product),general
diabetes_drugs,DMD,14200811000001109,Avandia 4mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,5456111000001104,Glibenclamide 5mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,36893611000001103,Trajenta 5mg tablets (Pharmaram Ltd) (product),general
diabetes_drugs,DMD,28462311000001103,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd) (product),general
diabetes_drugs,DMD,35216811000001101,Humalog Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) (product),general
diabetes_drugs,DMD,19361511000001109,Pioglitazone 30mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,30112111000001103,Pioglitazone 30mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,12136011000001101,Gliclazide 120mg/5ml oral suspension (product),general
diabetes,SNOMED,232022001,Proliferative diabetic retinopathy with new vessels elsewhere than on disc,general
diabetes,SNOMED,237599002,Insulin-treated non-insulin-dependent diabetes mellitus,general
diabetes,SNOMED,2751001,Fibrocalculous pancreatic diabetes (disorder),general
diabetes_drugs,DMD,17060511000001108,Janumet 50mg/1000mg tablets (Merck Sharp & Dohme Ltd) (product),general
diabetes_drugs,DMD,24088611000001101,Invokana 100mg tablets (Janssen-Cilag Ltd) (product),general
diabetes_drugs,DMD,134608004,Product containing precisely nateglinide 180 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,157911000001103,Metformin 850mg tablets (Approved Prescription Services) (product),general
diabetes_drugs,DMD,909311000001100,Metformin 850mg tablets (Sandoz Ltd) (product),general
diabetes_drugs,DMD,19361311000001103,Pioglitazone 15mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,270611000001105,Avandia 8mg tablets (GlaxoSmithKline) (product),general
diabetes_drugs,DMD,13720511000001107,Glimepiride 2mg tablets (Ranbaxy (UK) Ltd) (product),general
diabetes_drugs,DMD,19476411000001104,Pioglitazone 30mg tablets (Consilient Health Ltd) (product),general
diabetes_drugs,DMD,21794511000001100,Metformin 850mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,24106711000001104,Glimepiride 3mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,36048511000001103,Insulin soluble human 100units/ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,37538111000001106,Vipidia 6.25mg tablets (CST Pharma Ltd) (product),general
diabetes,SNOMED,201724008,Diabetic Charcots arthropathy,general
diabetes,SNOMED,399864000,Diabetic macular edema not clinically significant (disorder),general
diabetes,SNOMED,422166005,Peripheral circulatory disorder associated with type II diabetes mellitus (disorder),type2
diabetes,SNOMED,284449005,Congenital total lipodystrophy (disorder),general
diabetes,SNOMED,5969009,Diabetes mellitus associated with genetic syndrome (disorder),general
diabetes_drugs,DMD,11124011000001108,Mixtard 30 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),general
diabetes_drugs,DMD,22879311000001103,Januvia 50mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,30214811000001102,Vipidia 25mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,32431711000001109,Alogliptin 12.5mg / Metformin 1g tablets (Colorama Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,745211000001107,Glibenclamide 5mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,85711000001106,Metformin 850mg tablets (Unichem Plc) (product),general
diabetes,SNOMED,126534007,Diabetic mixed sensory-motor polyneuropathy,general
diabetes_drugs,DMD,25290511000001101,Empagliflozin 10mg tablets (product),general
diabetes_drugs,DMD,8990711000001100,Glucophage SR 500mg tablets (Merck Pharmaceuticals) (product),general
diabetes_drugs,DMD,9532111000001100,Insulin glulisine 100units/ml solution for injection 3ml cartridges (product),general
diabetes_drugs,DMD,3472511000001100,Insulin isophane human 100units/ml suspension for injection 10ml vials (product),general
diabetes_drugs,DMD,10518111000001108,Glimepiride 3mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),general
diabetes_drugs,DMD,4033211000001103,Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges (product),general
diabetes_drugs,DMD,10390811000001101,Metformin 850mg tablets (Arrow Generics Ltd) (product),general
diabetes_drugs,DMD,11018411000001105,Glimepiride 4mg tablets (Dr Reddys Labs) (product),general
diabetes_drugs,DMD,11121911000001109,Velosulin 100units/ml solution for injection 10ml vials (Waymade Ltd) (product),general
diabetes_drugs,DMD,13613911000001109,Gliclazide 30mg modified-release tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,20777611000001109,Repaglinide 1mg tablets (Accord Healthcare Ltd) (product),general
diabetes_drugs,DMD,35593611000001101,Metformin 850mg tablets (RX Farma) (product),general
diabetes_drugs,DMD,3471411000001109,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 1.5ml cartridges (product),general
diabetes,SNOMED,62260007,Pretibial pigmental patches in diabetes,general
diabetes,SNOMED,127011001,Diabetic sensory polyneuropathy,general
diabetes,SNOMED,5368009,Drug-induced diabetes mellitus (disorder),other
diabetes_drugs,DMD,637811000001108,Metformin 850mg tablets (Sterwin Medicines) (product),general
diabetes_drugs,DMD,11116211000001103,Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),general
diabetes_drugs,DMD,16518911000001101,Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,5268311000001108,Humalog 100units/ml solution for injection 3ml cartridges (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,5336711000001109,Avandia 4mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,18462111000001101,Gliclazide 80mg tablets (Accord Healthcare Ltd) (product),general
diabetes_drugs,DMD,38175211000001105,Vipidia 25mg tablets (DE Pharmaceuticals) (product),general
diabetes,SNOMED,769186002,Moderate nonproliferative diabetic retinopathy of left eye,general
diabetes,SNOMED,110181000119105,Peripheral sensory neuropathy due to type 2 diabetes mellitus,type2
diabetes_drugs,DMD,3262011000001103,Insulatard FlexPen 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,16523211000001106,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,17602211000001103,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,19360311000001108,Repaglinide 500microgram tablets (Alliance Healthcare (Distribution) Ltd) (product),general
diabetes_drugs,DMD,32493811000001105,Glimepiride 3mg tablets (Brown & Burk UK Ltd) (product),general
diabetes_drugs,DMD,3474611000001109,Insulin soluble porcine 100units/ml suspension for injection 1.5ml cartridges (product),general
diabetes_drugs,DMD,8615611000001104,Metformin 250mg/5ml oral suspension (Special Order) (product),general
diabetes_drugs,DMD,37120411000001106,Metformin 500mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,37526411000001104,Jardiance 10mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes,SNOMED,80660001,Mauriacs syndrome (disorder),type1
diabetes,SNOMED,1066921000000106,Diabetes monitoring short message service text message second invitation (procedure),removed
diabetes_drugs,DMD,33766211000001100,Zicron PR 30mg tablets (Bristol Laboratories Ltd) (product),general
diabetes_drugs,DMD,10517711000001108,Glimepiride 1mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),general
diabetes_drugs,DMD,10390211000001102,Metformin 500mg tablets (Arrow Generics Ltd) (product),general
diabetes_drugs,DMD,3285511000001103,Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes,SNOMED,25093002,Diabetic oculopathy,general
diabetes,SNOMED,59276001,Proliferative diabetic retinopathy,general
diabetes,SNOMED,420825003,Gangrene associated with type I diabetes mellitus (disorder),type1
diabetes_drugs,DMD,28440211000001102,Exenatide 2mg powder and solvent for suspension for injection pre-filled disposable devices (product),general
diabetes_drugs,DMD,31015711000001109,Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices (product),general
diabetes_drugs,DMD,18491611000001100,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,5303611000001103,Avandamet 2mg/500mg tablets (GlaxoSmithKline) (product),general
diabetes_drugs,DMD,10445311000001101,Glimepiride 2mg tablets (Niche Generics Ltd) (product),general
diabetes_drugs,DMD,8664711000001108,Metformin 850mg/5ml oral suspension (product),general
diabetes_drugs,DMD,115811000001106,Metformin 850mg tablets (Alpharma Limited) (product),general
diabetes_drugs,DMD,12135611000001103,Glibenclamide 2.5mg/5ml oral suspension (product),general
diabetes_drugs,DMD,19611511000001103,Eucreas 50mg/850mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37406011000001107,Glibenclamide 6mg/ml oral suspension sugar free (product),general
diabetes_drugs,DMD,37694811000001108,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Pilsco Ltd) (product),general
diabetes_drugs,DMD,423962004,Product containing precisely sitagliptin (as sitagliptin phosphate) 25 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,703679006,Product containing precisely dapagliflozin propanediol 5 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,22027411000001104,Glimepiride 2mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,5481211000001105,Minodiab 5mg tablets (PI) (Waymade Ltd) (product),general
diabetes,SNOMED,421365002,Peripheral circulatory disorder associated with type I diabetes mellitus (disorder),type1
diabetes_drugs,DMD,21609811000001108,Forxiga 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,325218001,Product containing precisely glibenclamide 2.5 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,3470911000001108,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml cartridges (product),general
diabetes_drugs,DMD,11766011000001102,Prandin 1mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,32181311000001100,Alogliptin 12.5mg / Metformin 1g tablets (Niche Pharma Ltd) (product),general
diabetes_drugs,DMD,325100008,Insulin zinc extended release 100units/mL injection 10mL vial (product),general
diabetes,SNOMED,313436004,Non-insulin-dependent diabetes mellitus without complication,general
diabetes,SNOMED,724810001,Radiculoplexoneuropathy due to diabetes mellitus (disorder),general
diabetes_drugs,DMD,17205711000001104,Tolbutamide 500mg tablets (Sovereign Medical Ltd) (product),general
diabetes_drugs,DMD,12136211000001106,Gliclazide 50mg/5ml oral suspension (product),general
diabetes_drugs,DMD,30875411000001101,Repaglinide 500microgram tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,5414811000001105,Starlix 120mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,5519911000001107,Amaryl 1mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes,SNOMED,314902007,Type II diabetes mellitus with peripheral angiopathy,type2
diabetes,SNOMED,722161008,Diabetic retinal eye exam (procedure),general
diabetes,SNOMED,368601000119102,Hyperosmolar coma due to secondary diabetes mellitus,general
diabetes_drugs,DMD,15367811000001105,Glucophage SR 1000mg tablets (Merck Serono Ltd) (product),general
diabetes_drugs,DMD,15603111000001104,Humulin R 500units/ml solution for injection 20ml vials (Imported (United States)) (product),general
diabetes_drugs,DMD,13180611000001108,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,10445111000001103,Glimepiride 1mg tablets (Niche Generics Ltd) (product),general
diabetes_drugs,DMD,30828011000001103,Metformin 1g modified-release tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,37672511000001109,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Pilsco Ltd) (product),general
diabetes_drugs,DMD,37989011000001104,Eucreas 50mg/1000mg tablets (Pharmaram Ltd) (product),general
diabetes_drugs,DMD,38142111000001107,Jardiance 10mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,10741611000001100,Metsol 500mg/5ml oral solution (Orbis Consumer Products Ltd) (product),general
diabetes_drugs,DMD,19361711000001104,Repaglinide 500microgram tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,21409211000001109,Gliclazide 80mg tablets (Medreich Plc) (product),general
diabetes,SNOMED,74627003,Diabetic complication,general
diabetes,SNOMED,420279001,Renal disorder associated with type II diabetes mellitus (disorder),type2
diabetes,SNOMED,421750000,Ketoacidosis in type II diabetes mellitus (disorder),type2
diabetes,SNOMED,237632004,Hypoglycemic event in diabetes (disorder),general
diabetes,SNOMED,763325000,Insulin resistance (disorder),general
diabetes,SNOMED,1066911000000100,Diabetes monitoring short message service text message first invitation (procedure),removed
diabetes_drugs,DMD,19525211000001103,Linagliptin 5mg tablets (product),general
diabetes_drugs,DMD,28049211000001101,Canagliflozin 50mg / Metformin 1g tablets (product),general
diabetes_drugs,DMD,35776511000001103,Insulin lispro Sanofi 100units/ml solution for injection 3ml cartridges (Sanofi) (product),general
diabetes_drugs,DMD,3260611000001109,Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi) (product),general
diabetes_drugs,DMD,16548811000001104,Insulin lispro biphasic 25/75 100units/ml suspension for injection 10ml vials (product),general
diabetes_drugs,DMD,10272611000001100,Glimepiride 1mg tablets (Unichem Plc) (product),general
diabetes_drugs,DMD,18049911000001106,Actos 15mg tablets (Lexon (UK) Ltd) (product),general
diabetes_drugs,DMD,19958211000001103,Glizofar 45mg tablets (Teva UK Ltd) (product),general
diabetes_drugs,DMD,3471211000001105,Insulin isophane biphasic human 40/60 100units/ml suspension for injection 3ml cartridges (product),general
diabetes,SNOMED,399871005,Visually threatening diabetic retinopathy (disorder),general
diabetes,SNOMED,420270002,Ketoacidosis in type I diabetes mellitus (disorder),type1
diabetes_drugs,DMD,363211000001102,Glucophage 500mg tablets (Merck Pharmaceuticals) (product),general
diabetes_drugs,DMD,28279611000001109,Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,3266111000001103,Mixtard 20 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,5395711000001106,NovoNorm 500microgram tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,37667011000001107,Invokana 100mg tablets (Pilsco Ltd) (product),general
diabetes_drugs,DMD,17914711000001102,Glibenclamide 2.5mg tablets (Phoenix Healthcare Distribution Ltd) (product),general
diabetes_drugs,DMD,19277111000001106,Repaglinide 500microgram tablets (Aspire Pharma Ltd) (product),general
diabetes_drugs,DMD,3473011000001104,Insulin isophane porcine 100units/ml suspension for injection 10ml vials (product),general
diabetes_drugs,DMD,17455811000001101,Starlix 60mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,24106511000001109,Glimepiride 2mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,11123311000001109,Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),general
diabetes_drugs,DMD,17915611000001107,Gliclazide 80mg tablets (Phoenix Healthcare Distribution Ltd) (product),general
diabetes_drugs,DMD,29743211000001103,Diabiom 45mg tablets (Tillomed Laboratories Ltd) (product),general
diabetes,SNOMED,390850007,O/E - no right diabetic retinopathy (context-dependent category),general
diabetes,SNOMED,385041000000108,Diabetes mellitus with multiple complications (disorder),general
diabetes_drugs,DMD,703680009,Product containing precisely dapagliflozin propanediol 10 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,3284211000001102,Lantus 100units/ml solution for injection 3ml cartridges (Aventis Pharma) (product),general
diabetes_drugs,DMD,28426011000001108,Bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens (AstraZeneca UK Ltd) (product),general
diabetes_drugs,DMD,326049008,Product containing precisely repaglinide 2 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,3470711000001106,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 10ml vials (product),general
diabetes_drugs,DMD,17895211000001104,Actos 45mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,3949611000001107,Chlorpropamide 100mg tablets (The Boots Company) (product),general
diabetes_drugs,DMD,20023111000001108,Glizofar 30mg tablets (Arrow Generics Ltd) (product),general
diabetes,SNOMED,51002006,Diabetes mellitus associated with pancreatic disease,general
diabetes,SNOMED,238982009,Diabetic dermopathy,general
diabetes,SNOMED,408410002,O/E - left eye background diabetic retinopathy (context-dependent category),general
diabetes,SNOMED,198131000000101,Hypoglycaemic warning good (disorder),general
diabetes,SNOMED,310425007,Diabetes monitoring invitation (procedure),removed
diabetes_drugs,DMD,21994611000001106,Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,19308111000001109,Glucient SR 500mg tablets (Consilient Health Ltd) (product),general
diabetes_drugs,DMD,785311000001108,Metformin 500mg tablets (Sterwin Medicines) (product),general
diabetes_drugs,DMD,13626011000001107,Niddaryl 1mg tablets (Dee Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,22949311000001108,Pioglitazone 30mg tablets (Ranbaxy (UK) Ltd) (product),general
diabetes_drugs,DMD,8614811000001101,Metformin 425mg/5ml oral suspension (Special Order) (product),general
diabetes_drugs,DMD,38123611000001107,Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,13205311000001109,Starlix 120mg tablets (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,13578511000001105,Glipizide 5mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,20320211000001108,Pioglitazone 30mg tablets (Sandoz Ltd) (product),general
diabetes_drugs,DMD,28775411000001103,Canagliflozin 300mg tablets (Colorama Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,400844000,Insulin zinc suspension mixed human 100units/ml injection 10ml vial (product),general
diabetes,SNOMED,127013003,Diabetic renal disease,general
diabetes,SNOMED,472970003,History of diabetes mellitus type 1 (situation),type1
diabetes_drugs,DMD,14183911000001108,Bolamyn SR 500mg tablets (Teva UK Ltd) (product),general
diabetes_drugs,DMD,35214311000001104,Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens (Imported (United States)) (product),general
diabetes_drugs,DMD,10539211000001101,Glimepiride 1mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,3471311000001102,Insulin isophane biphasic human 40/60 100units/ml suspension for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,5441111000001105,Acarbose 100mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,5448611000001105,Glimepiride 1mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,13182011000001102,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,17558911000001107,Glucobay 100mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes,SNOMED,4855003,Diabetic retinopathy,general
diabetes_drugs,DMD,3279211000001105,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,11494611000001105,Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (AstraZeneca UK Ltd) (product),general
diabetes_drugs,DMD,28989711000001106,Insulin lispro 200units/ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,10154911000001102,Glimepiride 1mg tablets (Alpharma Ltd) (product),general
diabetes_drugs,DMD,17510511000001106,Lantus 100units/ml solution for injection 3ml cartridges (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,19179211000001108,Repaglinide 500microgram tablets (Teva UK Ltd) (product),general
diabetes_drugs,DMD,49111000001103,Diaglyk 80mg tablets (Ashbourne Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,38176411000001100,Xigduo 5mg/1000mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,12147111000001103,Glimepiride 1mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,31352111000001108,Alogliptin 25mg tablets (J M McGill Ltd) (product),general
diabetes_drugs,DMD,32860911000001103,Tolazamide 250mg tablets (Imported (United States)) (product),general
diabetes,SNOMED,422275004,Gangrene associated with diabetes mellitus (disorder),general
diabetes,SNOMED,444073006,Type I diabetes mellitus uncontrolled (finding),type1
diabetes_drugs,DMD,23677111000001106,Januvia 25mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,37420411000001107,Humulin I 100units/ml suspension for injection 10ml vials (CST Pharma Ltd) (product),general
diabetes_drugs,DMD,16158211000001107,Diamicron 30mg MR tablets (Lexon (UK) Ltd) (product),general
diabetes_drugs,DMD,36047311000001108,Insulin isophane human 100units/ml suspension for injection 3ml cartridges (product),general
diabetes_drugs,DMD,164511000001108,Amaryl 3mg tablets (Aventis Pharma) (product),general
diabetes_drugs,DMD,18251011000001100,Diamicron 30mg MR tablets (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,18491811000001101,Lantus 100units/ml solution for injection 10ml vials (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,18624411000001105,Acarbose 100mg tablets (Phoenix Healthcare Distribution Ltd) (product),general
diabetes_drugs,DMD,3267911000001102,Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,13181211000001100,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,16522711000001107,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,17601911000001101,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,494111000001103,NovoNorm 1mg tablets (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,718311000001102,Glibenclamide 5mg tablets (Unichem Plc) (product),general
diabetes_drugs,DMD,3280711000001103,NovoRapid 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,25238811000001107,Jardiance 10mg tablets (Boehringer Ingelheim Ltd) (product),general
diabetes_drugs,DMD,3264111000001105,Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) (product),general
diabetes_drugs,DMD,3472011000001108,Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 10ml vials (product),general
diabetes_drugs,DMD,19613711000001109,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,36857111000001109,Pioglitazone 30mg tablets (Torrent Pharma (UK) Ltd) (product),general
diabetes_drugs,DMD,37972011000001100,Humalog 100units/ml solution for injection 10ml vials (Pharmaram Ltd) (product),general
diabetes_drugs,DMD,17582111000001100,Amaryl 2mg tablets (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,19361111000001100,Repaglinide 2mg tablets (Alliance Healthcare (Distribution) Ltd) (product),general
diabetes,SNOMED,157141000119108,Proteinuria due to type 2 diabetes mellitus,type2
diabetes_drugs,DMD,16677511000001108,Zicron 40mg tablets (Bristol Laboratories Ltd) (product),general
diabetes_drugs,DMD,58011000001106,Actos 15mg tablets (Takeda UK Ltd) (product),general
diabetes_drugs,DMD,35215111000001102,Insulin human 500units/ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,10437311000001105,Glimepiride 4mg tablets (Niche Generics Ltd) (product),general
diabetes_drugs,DMD,36893111000001106,Forxiga 10mg tablets (Pharmaram Ltd) (product),general
diabetes_drugs,DMD,11473511000001103,Sitagliptin 100mg tablets (product),general
diabetes,SNOMED,769245002,Disorder of left macula co-occurrent and due to diabetes mellitus (disorder),general
diabetes_drugs,DMD,23637411000001103,Alogliptin 25mg tablets (product),general
diabetes_drugs,DMD,11114611000001105,Levemir Penfill 100units/ml solution for injection 3ml cartridges (Waymade Ltd) (product),general
diabetes_drugs,DMD,38174811000001105,Vipidia 6.25mg tablets (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,12147511000001107,Glimepiride 3mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,18212011000001102,Lantus 100units/ml solution for injection 10ml vials (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,21735211000001106,Acarbose 100mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,30135211000001109,Gliclazide 30mg modified-release tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,3333111000001107,Pork Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37527011000001106,Jentadueto 2.5mg/1000mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes,SNOMED,190411003,Malnutrition-related diabetes mellitus with multiple complications,other
